,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
29142,41, Private,132327, Assoc-acdm,8, Divorced, Sales, Husband, White, Female,0,0,20, Cambodia, <=50K
29143,27, Private,176972, 11th,6, Never-married, Transport-moving, Not-in-family, White, Female,0,1762,8, United-States, <=50K
29144,30, Private,311124, HS-grad,10, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
29145,51, Private,340982, Bachelors,9, Never-married, Craft-repair, Own-child, White, Male,0,0,10, United-States, >50K
29146,76, Federal-gov,178517, Assoc-acdm,13, Never-married, Adm-clerical, Not-in-family, White, Female,13550,0,92, Canada, >50K
29147,28, Private,341672, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
29148,39, Private,122195, HS-grad,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
29149,24, Private,188166, HS-grad,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
29150,32, ?,178344, Some-college,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29151,30, Private,449257, HS-grad,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
29152,31, Private,160893, Assoc-voc,9, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
29153,32, Self-emp-not-inc,49715, Assoc-voc,13, Separated, Adm-clerical, Own-child, White, Female,0,0,24, United-States, <=50K
29154,32, Private,96660, Some-college,6, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
29155,32, Private,227332, HS-grad,10, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
29156,18, Private,108887, 9th,6, Married-AF-spouse, Transport-moving, Own-child, White, Female,2036,0,30, United-States, <=50K
29157,23, Private,227910, Bachelors,10, Never-married, Sales, Unmarried, White, Female,7688,974,40, United-States, >50K
29158,34, ?,228320, 7th-8th,6, Never-married, ?, Husband, White, Female,0,2377,44, United-States, <=50K
29159,26, Private,216508, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,60, United-States, <=50K
29160,20, Local-gov,244115, Some-college,10, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,3908,0,60, Canada, <=50K
29161,36, Private,80485, Bachelors,10, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29162,30, Private,204816, Some-college,13, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
29163,66, Private,153326, Some-college,3, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
29164,18, Private,336543, Masters,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, >50K
29165,18, Private,228411, HS-grad,10, Divorced, Transport-moving, Wife, White, Female,0,0,60, United-States, >50K
29166,25, Federal-gov,301835, HS-grad,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29167,46, Private,340557, HS-grad,6, Widowed, ?, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
29168,71, Self-emp-not-inc,153356, 7th-8th,10, Widowed, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
29169,59, Federal-gov,240810, 10th,13, Never-married, Craft-repair, Not-in-family, White, Female,0,0,39, United-States, <=50K
29170,37, Private,202344, HS-grad,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
29171,69, Private,439779, 9th,10, Divorced, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
29172,48, Self-emp-inc,44000, Prof-school,9, Widowed, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,5060,2444,45, Vietnam, >50K
29173,80, State-gov,370585, Some-college,13, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29174,29, ?,187508, Assoc-voc,9, Widowed, Transport-moving, Not-in-family, White, Female,0,0,5, United-States, >50K
29175,25, Self-emp-not-inc,251240, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
29176,31, Private,198282, HS-grad,9, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, >50K
29177,28, Federal-gov,123302, 10th,10, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,2002,39, Dominican-Republic, <=50K
29178,43, Private,305352, 7th-8th,9, Widowed, Adm-clerical, Not-in-family, White, Female,2993,0,40, United-States, <=50K
29179,26, Private,221947, Some-college,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29180,30, Private,218215, HS-grad,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
29181,19, Self-emp-not-inc,79830, Prof-school,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, >50K
29182,47, Private,160731, HS-grad,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, England, <=50K
29183,74, Private,181953, Prof-school,6, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
29184,36, Private,192230, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, <=50K
29185,46, Private,284129, Some-college,13, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
29186,54, Private,185405, Masters,9, Divorced, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
29187,33, State-gov,342575, Assoc-voc,9, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
29188,19, Federal-gov,163101, Masters,13, Never-married, Prof-specialty, Husband, Black, Female,10605,0,40, United-States, <=50K
29189,18, Local-gov,208106, HS-grad,11, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
29190,34, State-gov,176557, Assoc-acdm,8, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
29191,57, Private,397346, HS-grad,7, Divorced, Sales, Husband, White, Female,0,0,20, United-States, >50K
29192,39, Private,265638, 9th,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
29193,26, Federal-gov,159755, HS-grad,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,15, United-States, >50K
29194,50, Private,424988, HS-grad,14, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, Columbia, <=50K
29195,47, Private,143392, Bachelors,9, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, >50K
29196,56, Private,139209, Bachelors,10, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
29197,27, Private,88126, Some-college,13, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
29198,35, Private,144322, HS-grad,10, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
29199,18, Private,160192, HS-grad,16, Never-married, ?, Husband, White, Male,15024,0,17, Cambodia, <=50K
29200,48, Self-emp-inc,327573, HS-grad,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
29201,47, Private,181342, Some-college,8, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,26, Mexico, >50K
29202,44, Private,54732, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
29203,29, Private,231573, HS-grad,13, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
29204,71, Private,328216, Bachelors,10, Never-married, Exec-managerial, Own-child, Black, Female,0,1719,55, Greece, >50K
29205,40, Private,268083, HS-grad,10, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
29206,30, Local-gov,105252, 12th,4, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,24, United-States, >50K
29207,23, Private,192936, Some-college,10, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
29208,37, Federal-gov,167531, 11th,10, Widowed, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
29209,71, Federal-gov,355978, 10th,15, Never-married, Craft-repair, Wife, Black, Female,0,0,47, United-States, <=50K
29210,33, State-gov,44489, 1st-4th,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,19, United-States, <=50K
29211,30, Private,153486, HS-grad,10, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
29212,32, Self-emp-inc,120451, Assoc-voc,11, Never-married, Craft-repair, Unmarried, Black, Female,0,1719,58, Thailand, >50K
29213,51, Private,194962, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
29214,29, Private,202373, Masters,13, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29215,55, Private,241962, HS-grad,6, Married-civ-spouse, ?, Husband, White, Male,0,3004,38, Hong, <=50K
29216,27, ?,174675, Prof-school,15, Divorced, Farming-fishing, Other-relative, White, Female,0,0,50, United-States, >50K
29217,70, Private,343190, Some-college,10, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29218,19, Private,151484, Bachelors,10, Divorced, Sales, Unmarried, Black, Female,9386,0,40, United-States, <=50K
29219,17, Private,120301, Assoc-voc,10, Widowed, Adm-clerical, Husband, White, Male,4416,0,50, Ecuador, >50K
29220,52, State-gov,284758, Some-college,9, Divorced, Prof-specialty, Other-relative, White, Male,0,0,45, United-States, <=50K
29221,26, State-gov,393357, Assoc-acdm,15, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
29222,25, Private,180096, Some-college,9, Never-married, Tech-support, Husband, White, Male,0,0,24, United-States, <=50K
29223,37, Private,190290, HS-grad,9, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29224,81, Private,40052, Some-college,5, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
29225,50, Private,347623, 9th,9, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
29226,64, ?,334032, 11th,10, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,3887,2001,25, Germany, >50K
29227,27, Private,234743, Assoc-voc,3, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,68, El-Salvador, <=50K
29228,32, Private,160340, HS-grad,15, Never-married, Prof-specialty, Husband, White, Male,0,1735,30, Philippines, <=50K
29229,56, Local-gov,178948, HS-grad,16, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
29230,50, Local-gov,114670, Bachelors,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, >50K
29231,37, Private,355287, Bachelors,9, Widowed, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
29232,18, ?,262038, 7th-8th,13, Never-married, Exec-managerial, Own-child, White, Male,5455,0,20, ?, <=50K
29233,28, Private,242922, Assoc-acdm,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29234,24, Private,159737, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29235,34, Self-emp-not-inc,374983, Bachelors,9, Never-married, Sales, Unmarried, Black, Male,3137,0,9, United-States, <=50K
29236,39, Private,156417, Assoc-voc,13, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29237,36, Private,168038, 9th,7, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, Italy, >50K
29238,78, Private,334273, 12th,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,35, United-States, >50K
29239,33, Private,315776, Some-college,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
29240,32, Private,47415, Masters,13, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
29241,44, State-gov,442359, Bachelors,13, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,16, United-States, >50K
29242,35, Self-emp-not-inc,334741, Some-college,13, Divorced, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
29243,61, Private,102114, Masters,13, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, >50K
29244,31, ?,216937, HS-grad,16, Never-married, Tech-support, Wife, White, Female,3818,0,32, United-States, <=50K
29245,46, Without-pay,199172, Bachelors,10, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, >50K
29246,25, ?,89681, Some-college,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29247,51, Private,140957, 9th,3, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
29248,48, Private,188694, Some-college,13, Never-married, Craft-repair, Not-in-family, Black, Male,1639,0,59, United-States, <=50K
29249,51, Local-gov,136363, Bachelors,16, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,10605,0,17, United-States, >50K
29250,25, Private,121127, Masters,13, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, >50K
29251,23, Private,258932, HS-grad,10, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
29252,57, State-gov,454063, Prof-school,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, >50K
29253,29, Federal-gov,222434, Some-college,12, Never-married, Exec-managerial, Husband, White, Female,0,0,12, United-States, >50K
29254,49, Self-emp-not-inc,201613, Doctorate,4, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
29255,23, Private,355571, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7688,0,60, United-States, >50K
29256,71, Private,326862, Some-college,13, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,4934,1741,2, Philippines, <=50K
29257,57, Private,173704, Prof-school,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
29258,56, Private,121265, 9th,10, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29259,29, Private,190450, HS-grad,10, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
29260,58, Private,169980, Prof-school,9, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,2377,8, United-States, >50K
29261,45, Private,182470, Assoc-voc,9, Divorced, ?, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29262,39, Private,188540, HS-grad,9, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,38, United-States, <=50K
29263,54, Private,84366, Assoc-voc,6, Separated, Exec-managerial, Other-relative, Black, Male,2580,0,77, Columbia, <=50K
29264,52, Private,163595, HS-grad,10, Never-married, ?, Husband, Asian-Pac-Islander, Female,2993,0,49, United-States, >50K
29265,30, Private,406811, HS-grad,9, Never-married, ?, Unmarried, White, Female,0,0,60, United-States, <=50K
29266,33, State-gov,331552, Some-college,13, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
29267,42, Private,81548, Some-college,13, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
29268,52, Private,116133, Assoc-voc,9, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
29269,50, Private,187188, HS-grad,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, >50K
29270,23, Private,77698, Bachelors,11, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, >50K
29271,29, Local-gov,33658, HS-grad,5, Divorced, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
29272,50, Private,169188, Bachelors,10, Never-married, Prof-specialty, Unmarried, White, Female,0,0,8, United-States, <=50K
29273,41, Private,54560, 9th,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
29274,34, Private,178615, HS-grad,10, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
29275,66, Self-emp-inc,54334, HS-grad,10, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
29276,57, Private,202011, Masters,10, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29277,32, Federal-gov,91137, Assoc-acdm,9, Divorced, Prof-specialty, Own-child, White, Male,0,0,45, ?, <=50K
29278,18, Private,99185, HS-grad,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
29279,85, Private,166634, Some-college,13, Never-married, Farming-fishing, Other-relative, White, Female,0,0,28, United-States, <=50K
29280,51, Private,203833, HS-grad,14, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29281,27, Private,229566, Some-college,16, Never-married, Prof-specialty, Wife, Black, Male,0,0,30, United-States, >50K
29282,30, Private,145166, HS-grad,3, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, >50K
29283,30, Private,95150, HS-grad,7, Divorced, Adm-clerical, Other-relative, White, Female,0,0,50, United-States, <=50K
29284,26, Private,48779, Bachelors,13, Never-married, Farming-fishing, Husband, Black, Male,0,0,40, United-States, >50K
29285,42, Private,75867, HS-grad,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,38, United-States, <=50K
29286,19, ?,37937, Some-college,9, Divorced, Craft-repair, Other-relative, White, Male,0,0,35, United-States, >50K
29287,28, Self-emp-inc,386726, Bachelors,10, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,25, United-States, >50K
29288,19, Private,181307, 9th,16, Never-married, Adm-clerical, Unmarried, White, Male,0,0,60, United-States, <=50K
29289,32, State-gov,132563, Some-college,9, Divorced, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
29290,57, Private,184378, Masters,5, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, >50K
29291,34, State-gov,315728, Assoc-acdm,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
29292,51, ?,69333, HS-grad,11, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, >50K
29293,68, Private,187073, HS-grad,11, Married-civ-spouse, ?, Unmarried, White, Male,0,1092,50, United-States, >50K
29294,55, Private,173175, Masters,9, Never-married, Other-service, Not-in-family, White, Male,0,2339,40, United-States, <=50K
29295,33, Private,352207, HS-grad,9, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
29296,54, Private,206357, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
29297,66, Private,120796, 12th,12, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
29298,48, Private,431245, 12th,15, Never-married, Prof-specialty, Husband, White, Female,0,0,10, England, >50K
29299,30, Private,89922, HS-grad,13, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
29300,23, Private,177240, Bachelors,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
29301,30, Private,299399, Some-college,12, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
29302,24, Private,145711, 10th,5, Divorced, Adm-clerical, Wife, White, Male,0,0,60, United-States, >50K
29303,61, Private,226106, Bachelors,9, Never-married, Sales, Wife, White, Female,0,0,46, United-States, >50K
29304,45, Private,175491, HS-grad,14, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,61, United-States, <=50K
29305,37, Private,298891, 7th-8th,9, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
29306,56, Private,228411, 9th,14, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
29307,33, Private,48010, 9th,13, Divorced, ?, Own-child, White, Male,0,0,40, United-States, <=50K
29308,23, Private,323798, Bachelors,9, Never-married, Protective-serv, Not-in-family, White, Female,0,0,35, United-States, >50K
29309,46, Private,228570, HS-grad,10, Never-married, Handlers-cleaners, Husband, White, Female,0,0,60, United-States, <=50K
29310,30, State-gov,333541, HS-grad,9, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,30, United-States, >50K
29311,40, Private,50814, Some-college,13, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
29312,34, Private,299399, Bachelors,6, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,4101,0,24, United-States, >50K
29313,22, Private,258932, HS-grad,13, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
29314,68, Private,167939, HS-grad,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
29315,45, Private,307643, Bachelors,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29316,45, State-gov,628797, 11th,10, Never-married, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
29317,57, Private,163942, HS-grad,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29318,54, Self-emp-not-inc,139616, Some-college,10, Divorced, Sales, Wife, White, Male,0,0,40, Haiti, <=50K
29319,60, Private,133696, HS-grad,12, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
29320,51, Private,167106, 7th-8th,13, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
29321,47, State-gov,143582, Some-college,8, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,48, South, >50K
29322,65, Private,50648, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29323,40, Private,130438, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
29324,47, ?,169101, HS-grad,3, Widowed, Farming-fishing, Wife, White, Female,0,0,39, Canada, >50K
29325,51, Private,100605, Some-college,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
29326,37, Local-gov,98418, Some-college,14, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, >50K
29327,26, Private,176077, HS-grad,10, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
29328,26, Self-emp-not-inc,170214, 7th-8th,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,56, United-States, >50K
29329,40, ?,126204, Some-college,13, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
29330,27, Private,286989, 10th,10, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
29331,52, Private,206357, Masters,9, Never-married, ?, Other-relative, White, Female,0,0,40, United-States, <=50K
29332,85, Private,101697, Some-college,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
29333,46, Private,342719, HS-grad,10, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29334,38, Private,192208, 9th,8, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29335,39, Private,218724, HS-grad,10, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,70, United-States, <=50K
29336,49, Private,335549, HS-grad,11, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29337,21, Private,303440, Assoc-voc,14, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,4386,0,50, United-States, <=50K
29338,25, Private,204322, Assoc-acdm,10, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States, <=50K
29339,28, Private,197836, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29340,31, Private,352094, HS-grad,10, Divorced, Sales, Not-in-family, White, Female,0,0,67, United-States, <=50K
29341,63, Private,130143, 7th-8th,11, Never-married, Prof-specialty, Unmarried, White, Female,0,0,39, United-States, <=50K
29342,39, Private,116358, Some-college,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, Hungary, <=50K
29343,29, ?,242517, 11th,15, Married-AF-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
29344,25, Private,256997, HS-grad,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
29345,67, State-gov,222434, Doctorate,12, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
29346,67, Private,80638, HS-grad,13, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,15, United-States, >50K
29347,51, ?,102541, Some-college,10, Never-married, ?, Husband, White, Female,0,0,60, United-States, >50K
29348,46, Private,175509, Some-college,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
29349,40, Private,226311, Some-college,14, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29350,53, Private,231472, Some-college,13, Never-married, Handlers-cleaners, Wife, White, Female,0,2057,30, Thailand, >50K
29351,59, Private,97883, HS-grad,10, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,92, United-States, <=50K
29352,25, Private,182689, Some-college,14, Never-married, Craft-repair, Husband, White, Female,0,0,99, United-States, <=50K
29353,56, Private,229523, HS-grad,12, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
29354,42, Private,174308, HS-grad,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States, <=50K
29355,29, Private,120268, 7th-8th,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29356,18, Private,406603, HS-grad,10, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, >50K
29357,52, Private,126889, Some-college,10, Never-married, Sales, Not-in-family, Black, Female,0,0,40, South, >50K
29358,37, Private,153614, HS-grad,13, Separated, Prof-specialty, Unmarried, Black, Female,0,0,38, United-States, <=50K
29359,51, Private,52921, Some-college,9, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,52, United-States, <=50K
29360,46, Private,266624, Some-college,9, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, >50K
29361,31, Private,235109, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
29362,50, Federal-gov,97934, HS-grad,10, Divorced, Sales, Not-in-family, White, Male,2414,0,40, United-States, <=50K
29363,32, Local-gov,240917, Assoc-acdm,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
29364,48, Private,196501, 10th,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
29365,19, Private,35001, Some-college,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
29366,55, Private,130040, Bachelors,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29367,19, Private,175374, HS-grad,13, Never-married, Sales, Husband, White, Male,0,0,40, United-States, >50K
29368,53, Federal-gov,432154, Some-college,16, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,26, Haiti, >50K
29369,24, Private,147314, Bachelors,15, Widowed, Adm-clerical, Husband, White, Female,0,0,60, United-States, >50K
29370,33, State-gov,116952, 11th,4, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
29371,44, Federal-gov,270502, 12th,7, Divorced, Sales, Unmarried, White, Male,0,2559,6, Italy, <=50K
29372,30, Private,98975, Masters,9, Divorced, Prof-specialty, Husband, White, Male,0,0,40, England, <=50K
29373,45, Private,288551, Some-college,7, Never-married, Other-service, Other-relative, Black, Female,0,0,20, United-States, <=50K
29374,45, Private,120057, Bachelors,13, Never-married, Machine-op-inspct, Husband, White, Female,0,0,20, United-States, <=50K
29375,30, Private,147653, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, >50K
29376,25, Private,135647, HS-grad,14, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Canada, <=50K
29377,40, Self-emp-not-inc,22743, Masters,8, Divorced, Transport-moving, Husband, Black, Female,3781,0,40, United-States, >50K
